code;name_pl;name_en
V73.0;Użytkownik autobusu ranny w kolizji z samochodem, samochodem dostawczym lub ciężarowym;Bus occupant injured in collision with car, pick-up truck or van, driver, nontraffic accident
V73.1;Użytkownik autobusu ranny w kolizji z samochodem, samochodem dostawczym lub ciężarowym;Bus occupant injured in collision with car, pick-up truck or van, passenger, nontraffic accident
V73.2;Użytkownik autobusu ranny w kolizji z samochodem, samochodem dostawczym lub ciężarowym;Bus occupant injured in collision with car, pick-up truck or van, person on outside of vehicle, nontraffic accident
V73.3;Użytkownik autobusu ranny w kolizji z samochodem, samochodem dostawczym lub ciężarowym;Bus occupant injured in collision with car, pick-up truck or van, unspecified bus occupant, nontraffic accident
V73.4;Użytkownik autobusu ranny w kolizji z samochodem, samochodem dostawczym lub ciężarowym;Bus occupant injured in collision with car, pick-up truck or van, while boarding or alighting
V73.5;Użytkownik autobusu ranny w kolizji z samochodem, samochodem dostawczym lub ciężarowym;Bus occupant injured in collision with car, pick-up truck or van, driver, traffic accident
V73.6;Użytkownik autobusu ranny w kolizji z samochodem, samochodem dostawczym lub ciężarowym;Bus occupant injured in collision with car, pick-up truck or van, passenger, traffic accident
V73.7;Użytkownik autobusu ranny w kolizji z samochodem, samochodem dostawczym lub ciężarowym;Bus occupant injured in collision with car, pick-up truck or van, person on outside of vehicle, traffic accident
V73.9;Użytkownik autobusu ranny w kolizji z samochodem, samochodem dostawczym lub ciężarowym;Bus occupant injured in collision with car, pick-up truck or van, unspecified bus occupant, traffic accident
V74;Użytkownik autobusu ranny w kolizji z ciężkim środkiem transportu lub autobusem;
V74.0;Użytkownik autobusu ranny w kolizji z ciężkim środkiem transportu lub autobusem;Bus occupant injured in collision with heavy transport vehicle or bus, driver, nontraffic accident
V74.1;Użytkownik autobusu ranny w kolizji z ciężkim środkiem transportu lub autobusem;Bus occupant injured in collision with heavy transport vehicle or bus, passenger, nontraffic accident
V74.2;Użytkownik autobusu ranny w kolizji z ciężkim środkiem transportu lub autobusem;Bus occupant injured in collision with heavy transport vehicle or bus, person on outside of vehicle, nontraffic accident
V74.3;Użytkownik autobusu ranny w kolizji z ciężkim środkiem transportu lub autobusem;Bus occupant injured in collision with heavy transport vehicle or bus, unspecified bus occupant, nontraffic accident
V74.4;Użytkownik autobusu ranny w kolizji z ciężkim środkiem transportu lub autobusem;Bus occupant injured in collision with heavy transport vehicle or bus, while boarding or alighting
V74.5;Użytkownik autobusu ranny w kolizji z ciężkim środkiem transportu lub autobusem;Bus occupant injured in collision with heavy transport vehicle or bus, driver, traffic accident
V74.6;Użytkownik autobusu ranny w kolizji z ciężkim środkiem transportu lub autobusem;Bus occupant injured in collision with heavy transport vehicle or bus, passenger, traffic accident
V74.7;Użytkownik autobusu ranny w kolizji z ciężkim środkiem transportu lub autobusem;Bus occupant injured in collision with heavy transport vehicle or bus, person on outside of vehicle, traffic accident
V74.9;Użytkownik autobusu ranny w kolizji z ciężkim środkiem transportu lub autobusem;Bus occupant injured in collision with heavy transport vehicle or bus, unspecified bus occupant, traffic accident
V75;Użytkownik autobusu ranny w kolizji z pociągiem lub pojazdem szynowym;
V75.0;Użytkownik autobusu ranny w kolizji z pociągiem lub pojazdem szynowym;Bus occupant injured in collision with railway train or railway vehicle, driver, nontraffic accident
V75.1;Użytkownik autobusu ranny w kolizji z pociągiem lub pojazdem szynowym;Bus occupant injured in collision with railway train or railway vehicle, passenger, nontraffic accident
V75.2;Użytkownik autobusu ranny w kolizji z pociągiem lub pojazdem szynowym;Bus occupant injured in collision with railway train or railway vehicle, person on outside of vehicle, nontraffic accident
V75.3;Użytkownik autobusu ranny w kolizji z pociągiem lub pojazdem szynowym;Bus occupant injured in collision with railway train or railway vehicle, unspecified bus occupant, nontraffic accident
V75.4;Użytkownik autobusu ranny w kolizji z pociągiem lub pojazdem szynowym;Bus occupant injured in collision with railway train or railway vehicle, while boarding or alighting
V75.5;Użytkownik autobusu ranny w kolizji z pociągiem lub pojazdem szynowym;Bus occupant injured in collision with railway train or railway vehicle, driver, traffic accident
V75.6;Użytkownik autobusu ranny w kolizji z pociągiem lub pojazdem szynowym;Bus occupant injured in collision with railway train or railway vehicle, passenger, traffic accident
V75.7;Użytkownik autobusu ranny w kolizji z pociągiem lub pojazdem szynowym;Bus occupant injured in collision with railway train or railway vehicle, person on outside of vehicle, traffic accident
V75.9;Użytkownik autobusu ranny w kolizji z pociągiem lub pojazdem szynowym;Bus occupant injured in collision with railway train or railway vehicle, unspecified bus occupant, traffic accident
V76;Użytkownik autobusu ranny w kolizji z innym pojazdem niemechanicznym;
V76.0;Użytkownik autobusu ranny w kolizji z innym pojazdem niemechanicznym;Bus occupant injured in collision with other nonmotor vehicle, driver, nontraffic accident
V76.1;Użytkownik autobusu ranny w kolizji z innym pojazdem niemechanicznym;Bus occupant injured in collision with other nonmotor vehicle, passenger, nontraffic accident
V76.2;Użytkownik autobusu ranny w kolizji z innym pojazdem niemechanicznym;Bus occupant injured in collision with other nonmotor vehicle, person on outside of vehicle, nontraffic accident
V76.3;Użytkownik autobusu ranny w kolizji z innym pojazdem niemechanicznym;Bus occupant injured in collision with other nonmotor vehicle, unspecified bus occupant, nontraffic accident
V76.4;Użytkownik autobusu ranny w kolizji z innym pojazdem niemechanicznym;Bus occupant injured in collision with other nonmotor vehicle, while boarding or alighting
V76.5;Użytkownik autobusu ranny w kolizji z innym pojazdem niemechanicznym;Bus occupant injured in collision with other nonmotor vehicle, driver, traffic accident
V76.6;Użytkownik autobusu ranny w kolizji z innym pojazdem niemechanicznym;Bus occupant injured in collision with other nonmotor vehicle, passenger, traffic accident
V76.7;Użytkownik autobusu ranny w kolizji z innym pojazdem niemechanicznym;Bus occupant injured in collision with other nonmotor vehicle, person on outside of vehicle, traffic accident
V76.9;Użytkownik autobusu ranny w kolizji z innym pojazdem niemechanicznym;Bus occupant injured in collision with other nonmotor vehicle, unspecified bus occupant, traffic accident
V77;Użytkownik autobusu ranny w kolizji z ustalonym lub stałym przedmiotem;
V77.0;Użytkownik autobusu ranny w kolizji z ustalonym lub stałym przedmiotem;Bus occupant injured in collision with fixed or stationary object, driver, nontraffic accident
V77.1;Użytkownik autobusu ranny w kolizji z ustalonym lub stałym przedmiotem;Bus occupant injured in collision with fixed or stationary object, passenger, nontraffic accident
V77.2;Użytkownik autobusu ranny w kolizji z ustalonym lub stałym przedmiotem;Bus occupant injured in collision with fixed or stationary object, person on outside of vehicle, nontraffic accident
V77.3;Użytkownik autobusu ranny w kolizji z ustalonym lub stałym przedmiotem;Bus occupant injured in collision with fixed or stationary object, unspecified bus occupant, nontraffic accident
V77.4;Użytkownik autobusu ranny w kolizji z ustalonym lub stałym przedmiotem;Bus occupant injured in collision with fixed or stationary object, while boarding or alighting
V77.5;Użytkownik autobusu ranny w kolizji z ustalonym lub stałym przedmiotem;Bus occupant injured in collision with fixed or stationary object, driver, traffic accident
V77.6;Użytkownik autobusu ranny w kolizji z ustalonym lub stałym przedmiotem;Bus occupant injured in collision with fixed or stationary object, passenger, traffic accident
V77.7;Użytkownik autobusu ranny w kolizji z ustalonym lub stałym przedmiotem;Bus occupant injured in collision with fixed or stationary object, person on outside of vehicle, traffic accident
V77.9;Użytkownik autobusu ranny w kolizji z ustalonym lub stałym przedmiotem;Bus occupant injured in collision with fixed or stationary object, unspecified bus occupant, traffic accident
V78;Użytkownik autobusu ranny w wypadku komunikacyjnym bez kolizji;
V78.0;Użytkownik autobusu ranny w wypadku komunikacyjnym bez kolizji;Bus occupant injured in noncollision transport accident, driver, nontraffic accident
V78.1;Użytkownik autobusu ranny w wypadku komunikacyjnym bez kolizji;Bus occupant injured in noncollision transport accident, passenger, nontraffic accident
V78.2;Użytkownik autobusu ranny w wypadku komunikacyjnym bez kolizji;Bus occupant injured in noncollision transport accident, person on outside of vehicle, nontraffic accident
V78.3;Użytkownik autobusu ranny w wypadku komunikacyjnym bez kolizji;Bus occupant injured in noncollision transport accident, unspecified bus occupant, nontraffic accident
V78.4;Użytkownik autobusu ranny w wypadku komunikacyjnym bez kolizji;Bus occupant injured in noncollision transport accident, while boarding or alighting
V78.5;Użytkownik autobusu ranny w wypadku komunikacyjnym bez kolizji;Bus occupant injured in noncollision transport accident, driver, traffic accident
V78.6;Użytkownik autobusu ranny w wypadku komunikacyjnym bez kolizji;Bus occupant injured in noncollision transport accident, passenger, traffic accident
V78.7;Użytkownik autobusu ranny w wypadku komunikacyjnym bez kolizji;Bus occupant injured in noncollision transport accident, person on outside of vehicle, traffic accident
V78.9;Użytkownik autobusu ranny w wypadku komunikacyjnym bez kolizji;Bus occupant injured in noncollision transport accident, unspecified bus occupant, traffic accident
V79;Użytkownik autobusu ranny w innym i nieokreślonym wypadku komunikacyjnym;
V79.0;Kierujący ranny w kolizji z innym i nieokreślonym pojazdem mechanicznym w wypadku niedrogowym;Driver injured in collision with other and unspecified motor vehicles in nontraffic accident
V79.1;Pasażer ranny w kolizji z innym i nieokreślonym pojazdem mechanicznym w wypadku niedrogowym;Passenger injured in collision with other and unspecified motor vehicles in nontraffic accident
V79.2;Nieokreślony użytkownik autobusu ranny w kolizji z innym i nieokreślonym pojazdem mechanicznym w wypadku niedrogowym;Unspecified bus occupant injured in collision with other and unspecified motor vehicles in nontraffic accident
V79.3;Użytkownik autobusu [dowolny] ranny w nieokreślonym wypadku niedrogowym;Bus occupant [any] injured in unspecified nontraffic accident
V79.4;Kierujący ranny w kolizji z innym i nieokreślonym pojazdem mechanicznym w wypadku drogowym;Driver injured in collision with other and unspecified motor vehicles in traffic accident
V79.5;Pasażer ranny w kolizji z innym i nieokreślonym pojazdem mechanicznym w wypadku drogowym;Passenger injured in collision with other and unspecified motor vehicles in traffic accident
V79.6;Nieokreślony użytkownik autobusu ranny w kolizji z innym i nieokreślonym pojazdem mechanicznym w wypadku drogowym;Unspecified bus occupant injured in collision with other and unspecified motor vehicles in traffic accident
V79.8;Użytkownik autobusu [dowolny] ranny w innym określonym wypadku komunikacyjnym;Bus occupant [any] injured in other specified transport accidents
V79.9;Użytkownik autobusu [dowolny] ranny w nieokreślonym wypadku drogowym;Bus occupant [any] injured in unspecified traffic accident
V80;Osoba jadąca na zwierzęciu lub użytkownik pojazdu ciągnionego przez zwierzę ranny w wypadku komunikacyjnym;
V80.0;Jeździec lub użytkownik ranny wskutek upadku, zrzucenia przez zwierzę lub wypadnięcia z pojazdu ciągnionego przez zwierzę w wypadku bez kolizji;Rider or occupant injured by fall from or being thrown from animal or animal-drawn vehicle in noncollision accident
V80.1;Jeździec lub użytkownik ranny w kolizji z pieszym lub zwierzęciem;Rider or occupant injured in collision with pedestrian or animal
V80.2;Jeździec lub użytkownik ranny w kolizji z rowerem;Rider or occupant injured in collision with pedal cycle
V80.3;Jeździec lub użytkownik ranny w kolizji z dwukołowym lub trzykołowym pojazdem mechanicznym;Rider or occupant injured in collision with two- or three-wheeled motor vehicle
V80.4;Jeździec lub użytkownik ranny w kolizji z samochodem, samochodem dostawczym lub ciężarowym, ciężkim środkiem transportu lub autobusem;Rider or occupant injured in collision with car, pick-up truck, van, heavy transport vehicle or bus
V80.5;Jeździec lub użytkownik ranny w kolizji z innym określonym pojazdem mechanicznym;Rider or occupant injured in collision with other specified motor vehicle
V80.6;Jeździec lub użytkownik ranny w kolizji z pociągiem lub pojazdem szynowym;Rider or occupant injured in collision with railway train or railway vehicle
V80.7;Jeździec lub użytkownik ranny w kolizji z innym pojazdem niemechanicznym;Rider or occupant injured in collision with other nonmotor vehicle
V80.8;Jeździec lub użytkownik ranny w kolizji z ustalonym lub stałym przedmiotem;Rider or occupant injured in collision with fixed or stationary object
V80.9;Jeździec lub użytkownik ranny w innym i nieokreślonym wypadku komunikacyjnym;Rider or occupant injured in other and unspecified transport accidents
V81;Użytkownik pociągu lub pojazdu szynowego ranny w wypadku komunikacyjnym;
V81.0;Użytkownik pociągu lub pojazdu szynowego ranny w kolizji z pojazdem mechanicznym w wypadku niedrogowym;Occupant of railway train or railway vehicle injured in collision with motor vehicle in nontraffic accident
V81.1;Użytkownik pociągu lub pojazdu szynowego ranny w kolizji z pojazdem mechanicznym w wypadku drogowym;Occupant of railway train or railway vehicle injured in collision with motor vehicle in traffic accident
V81.2;Użytkownik pociągu lub pojazdu szynowego ranny w kolizji lub uderzony przez tabor kolejowy;Occupant of railway train or railway vehicle injured in collision with or hit by rolling stock
V81.3;Użytkownik pociągu lub pojazdu szynowego ranny w kolizji z innym przedmiotem;Occupant of railway train or railway vehicle injured in collision with other object
V81.4;Osoba ranna w trakcie wsiadania do pociągu lub pojazdu szynowego bądź wysiadania z takiego pojazdu;Person injured while boarding or alighting from railway train or railway vehicle
V81.5;Użytkownik pociągu lub pojazdu szynowego ranny wskutek upadku w pociągu lub pojeździe szynowym;Occupant of railway train or railway vehicle injured by fall in railway train or railway vehicle
V81.6;Użytkownik pociągu lub pojazdu szynowego ranny wskutek wypadnięcia z pociągu lub pojazdu szynowego;Occupant of railway train or railway vehicle injured by fall from railway train or railway vehicle
V81.7;Użytkownik pociągu lub pojazdu szynowego ranny wskutek wykolejenia bez wcześniejszej kolizji;Occupant of railway train or railway vehicle injured in derailment without antecedent collision
V81.8;Użytkownik pociągu lub pojazdu szynowego ranny w innym określonym wypadku kolejowym;Occupant of railway train or railway vehicle injured in other specified railway accidents
V81.9;Użytkownik pociągu lub pojazdu szynowego ranny w nieokreślonym wypadku kolejowym;Occupant of railway train or railway vehicle injured in unspecified railway accident
V82;Użytkownik tramwaju ranny w wypadku komunikacyjnym;
V82.0;Użytkownik tramwaju ranny w kolizji z pojazdem mechanicznym w wypadku niedrogowym;Occupant of streetcar injured in collision with motor vehicle in nontraffic accident
V82.1;Użytkownik tramwaju ranny w kolizji z pojazdem mechanicznym w wypadku drogowym;Occupant of streetcar injured in collision with motor vehicle in traffic accident
V82.2;Użytkownik tramwaju ranny w kolizji lub uderzony przez tabor;Occupant of streetcar injured in collision with or hit by rolling stock
V82.3;Użytkownik tramwaju ranny w kolizji z innym przedmiotem;Occupant of streetcar injured in collision with other object
V82.4;Osoba ranna w trakcie wsiadania do tramwaju lub wysiadania z tramwaju;Person injured while boarding or alighting from streetcar
V82.5;Użytkownik tramwaju ranny skutek upadku w tramwaju;Occupant of streetcar injured by fall in streetcar
V82.6;Użytkownik tramwaju ranny skutek wypadnięcia z tramwaju;Occupant of streetcar injured by fall from streetcar
V82.7;Użytkownik tramwaju ranny wskutek wykolejenia bez wcześniejszej kolizji;Occupant of streetcar injured in derailment without antecedent collision
V82.8;Użytkownik tramwaju ranny w innym określonym wypadku komunikacyjnym;Occupant of streetcar injured in other specified transport accidents
V82.9;Użytkownik tramwaju ranny w nieokreślonym wypadku drogowym;Occupant of streetcar injured in unspecified traffic accident
V83;Użytkownik pojazdu specjalnego używanego głównie w przemyśle ranny w wypadku komunikacyjnym;
V83.0;Kierujący przemysłowym pojazdem specjalnym ranny w wypadku drogowym;Driver of special industrial vehicle injured in traffic accident
V83.1;Pasażer przemysłowego pojazdu specjalnego ranny w wypadku drogowym;Passenger of special industrial vehicle injured in traffic accident
V83.2;Osoba przebywająca na zewnątrz przemysłowego pojazdu specjalnego ranna w wypadku drogowym;Person on outside of special industrial vehicle injured in traffic accident
V83.3;Nieokreślony użytkownik przemysłowego pojazdu specjalnego ranny w wypadku drogowym;Unspecified occupant of special industrial vehicle injured in traffic accident
V83.4;Osoba ranna w trakcie wsiadania do przemysłowego pojazdu specjalnego bądź wysiadania z takiego pojazdu;Person injured while boarding or alighting from special industrial vehicle
V83.5;Kierujący przemysłowym pojazdem specjalnym ranny w wypadku niedrogowym;Driver of special industrial vehicle injured in nontraffic accident
V83.6;Pasażer przemysłowego pojazdu specjalnego ranny w wypadku niedrogowym;Passenger of special industrial vehicle injured in nontraffic accident
V83.7;Osoba przebywająca na zewnątrz przemysłowego pojazdu specjalnego ranna w wypadku niedrogowym;Person on outside of special industrial vehicle injured in nontraffic accident
V83.9;Nieokreślony użytkownik przemysłowego pojazdu specjalnego ranny w wypadku niedrogowym;Unspecified occupant of special industrial vehicle injured in nontraffic accident
V84;Użytkownik pojazdu specjalnego używanego głównie w rolnictwie ranny w wypadku komunikacyjnym;
V84.0;Kierujący rolniczym pojazdem specjalnym ranny w wypadku drogowym;Driver of special agricultural vehicle injured in traffic accident
V84.1;Pasażer rolniczego pojazdu specjalnego ranny w wypadku drogowym;Passenger of special agricultural vehicle injured in traffic accident
V84.2;Osoba przebywająca na zewnątrz rolniczego pojazdu specjalnego ranna w wypadku drogowym;Person on outside of special agricultural vehicle injured in traffic accident
V84.3;Nieokreślony użytkownik rolniczego pojazdu specjalnego ranny w wypadku drogowym;Unspecified occupant of special agricultural vehicle injured in traffic accident
V84.4;Osoba ranna w trakcie wsiadania do rolniczego pojazdu specjalnego bądź wysiadania z takiego pojazdu;Person injured while boarding or alighting from special agricultural vehicle
V84.5;Kierujący rolniczym pojazdem specjalnym ranny w wypadku niedrogowym;Driver of special agricultural vehicle injured in nontraffic accident
V84.6;Pasażer rolniczego pojazdu specjalnego ranny w wypadku niedrogowym;Passenger of special agricultural vehicle injured in nontraffic accident
V84.7;Osoba przebywająca na zewnątrz rolniczego pojazdu specjalnego ranna w wypadku niedrogowym;Person on outside of special agricultural vehicle injured in nontraffic accident
V84.9;Nieokreślony użytkownik rolniczego pojazdu specjalnego ranny w wypadku niedrogowym;Unspecified occupant of special agricultural vehicle injured in nontraffic accident
V85;Użytkownik specjalnego pojazdu konstrukcyjnego ranny w wypadku komunikacyjnym;
V85.0;Kierujący specjalnym pojazdem konstrukcyjnym ranny w wypadku drogowym;Driver of special construction vehicle injured in traffic accident
V85.1;Pasażer specjalnego pojazdu konstrukcyjnego ranny w wypadku drogowym;Passenger of special construction vehicle injured in traffic accident
V85.2;Osoba przebywająca na zewnątrz specjalnego pojazdu konstrukcyjnego ranna w wypadku drogowym;Person on outside of special construction vehicle injured in traffic accident
V85.3;Nieokreślony użytkownik specjalnego pojazdu konstrukcyjnego ranny w wypadku drogowym;Unspecified occupant of special construction vehicle injured in traffic accident
V85.4;Osoba ranna w trakcie wsiadania do specjalnego pojazdu konstrukcyjnego bądź wysiadania z takiego pojazdu;Person injured while boarding or alighting from special construction vehicle
V85.5;Kierujący specjalnym pojazdem konstrukcyjnym ranny w wypadku niedrogowym;Driver of special construction vehicle injured in nontraffic accident
V85.6;Pasażer specjalnego pojazdu konstrukcyjnego ranny w wypadku niedrogowym;Passenger of special construction vehicle injured in nontraffic accident
V85.7;Osoba przebywająca na zewnątrz specjalnego pojazdu konstrukcyjnego ranna w wypadku niedrogowym;Person on outside of special construction vehicle injured in nontraffic accident
V85.9;Nieokreślony użytkownik specjalnego pojazdu konstrukcyjnego ranny w wypadku niedrogowym;Unspecified occupant of special construction vehicle injured in nontraffic accident
V86;Użytkownik specjalnego pojazdu terenowego lub innego pojazdu mechanicznego przeznaczonego do poruszania się poza drogą ranny w wypadku komunikacyjnym;
V86.0;Kierujący specjalnym i innym terenowym pojazdem mechanicznym ranny w wypadku drogowym;Driver of all-terrain or other off-road motor vehicle injured in traffic accident
V86.1;Pasażer specjalnego i innego terenowego pojazdu mechanicznego ranny w wypadku drogowym;Passenger of all-terrain or other off-road motor vehicle injured in traffic accident
V86.2;Osoba przebywająca na zewnątrz specjalnego i innego terenowego pojazdu mechanicznego ranna w wypadku drogowym;Person on outside of all-terrain or other off-road motor vehicle injured in traffic accident
V86.3;Nieokreślony użytkownik specjalnego i innego terenowego pojazdu mechanicznego ranny w wypadku drogowym;Unspecified occupant of all-terrain or other off-road motor vehicle injured in traffic accident
V86.4;Osoba ranna w trakcie wsiadania do specjalnego i innego terenowego pojazdu mechanicznego bądź wysiadania z takiego pojazdu;Person injured while boarding or alighting from all-terrain or other off-road motor vehicle
V86.5;Kierujący specjalnym i innym terenowym pojazdem mechanicznym ranny w wypadku niedrogowym;Driver of all-terrain or other off-road motor vehicle injured in nontraffic accident
V86.6;Pasażer specjalnego i innego terenowego pojazdu mechanicznego ranny w wypadku niedrogowym;Passenger of all-terrain or other off-road motor vehicle injured in nontraffic accident
V86.7;Osoba przebywająca na zewnątrz specjalnego i innego terenowego pojazdu mechanicznego ranna w wypadku niedrogowym;Person on outside of all-terrain or other off-road motor vehicle injured in nontraffic accident
V86.9;Nieokreślony użytkownik specjalnego i innego terenowego pojazdu mechanicznego ranny w wypadku niedrogowym;Unspecified occupant of all-terrain or other off-road motor vehicle injured in nontraffic accident
V87;Wypadek drogowy określonego typu z nieznanym środkiem transportu ofiary;
V87.0;Osoba ranna w kolizji pomiędzy samochodem i dwukołowym lub trzykołowym pojazdem mechanicznym (drogowej);Person injured in collision between car and two- or three-wheeled motor vehicle (traffic)
V87.1;Osoba ranna w kolizji pomiędzy innym pojazdem mechanicznym i dwukołowym lub trzykołowym pojazdem mechanicznym (drogowej);Person injured in collision between other motor vehicle and two- or three-wheeled motor vehicle (traffic)
V87.2;Osoba ranna w kolizji pomiędzy samochodem i samochodem dostawczym lub ciężarowym (drogowej);Person injured in collision between car and pick-up truck or van (traffic)
V87.3;Osoba ranna w kolizji pomiędzy samochodem i autobusem (drogowej);Person injured in collision between car and bus (traffic)
V87.4;Osoba ranna w kolizji pomiędzy samochodem i ciężkim środkiem transportu (drogowej);Person injured in collision between car and heavy transport vehicle (traffic)
V87.5;Osoba ranna w kolizji pomiędzy ciężkim środkiem transportu i autobusem (drogowej);Person injured in collision between heavy transport vehicle and bus (traffic)
V87.6;Osoba ranna w kolizji pomiędzy pociągiem lub pojazdem szynowym i samochodem (drogowej);Person injured in collision between railway train or railway vehicle and car (traffic)
V87.7;Osoba ranna w kolizji pomiędzy innymi określonymi pojazdami mechanicznymi (drogowej);Person injured in collision between other specified motor vehicles (traffic)
V87.8;Osoba ranna w innych określonych wypadkach komunikacyjnych bez kolizji obejmujących pojazd mechaniczny (drogowych);Person injured in other specified noncollision transport accidents involving motor vehicle (traffic)
V87.9;Osoba ranna w innych określonych wypadkach komunikacyjnych (z kolizją) (bez kolizji) obejmujących pojazd niemechaniczny (drogowych);Person injured in other specified (collision) (noncollision) transport accidents involving nonmotor vehicle (traffic)
V88;Wypadek niedrogowy określonego typu z nieznanym środkiem transportu ofiary;
V88.0;Osoba ranna w kolizji pomiędzy samochodem i dwukołowym lub trzykołowym pojazdem mechanicznym, niedrogowej;Person injured in collision between car and two- or three-wheeled motor vehicle, nontraffic
V88.1;Osoba ranna w kolizji pomiędzy innym pojazdem mechanicznym i dwukołowym lub trzykołowym pojazdem mechanicznym, niedrogowej;Person injured in collision between other motor vehicle and two- or three-wheeled motor vehicle, nontraffic
V88.2;Osoba ranna w kolizji pomiędzy samochodem i samochodem dostawczym lub ciężarowym, niedrogowej;Person injured in collision between car and pick-up truck or van, nontraffic
V88.3;Osoba ranna w kolizji pomiędzy samochodem i autobusem, niedrogowej;Person injured in collision between car and bus, nontraffic
V88.4;Osoba ranna w kolizji pomiędzy samochodem i ciężkim środkiem transportu, niedrogowej;Person injured in collision between car and heavy transport vehicle, nontraffic
V88.5;Osoba ranna w kolizji pomiędzy ciężkim środkiem transportu i autobusem, niedrogowej;Person injured in collision between heavy transport vehicle and bus, nontraffic
V88.6;Osoba ranna w kolizji pomiędzy pociągiem lub pojazdem szynowym i samochodem, niedrogowej;Person injured in collision between railway train or railway vehicle and car, nontraffic
V88.7;Osoba ranna w kolizji pomiędzy innymi określonymi pojazdami mechanicznymi, niedrogowej;Person injured in collision between other specified motor vehicles, nontraffic
V88.8;Osoba ranna w innych określonych wypadkach komunikacyjnych bez kolizji obejmujących pojazd mechaniczny, niedrogowych;Person injured in other specified noncollision transport accidents involving motor vehicle, nontraffic
V88.9;Osoba ranna w innych określonych wypadkach komunikacyjnych (z kolizją) (bez kolizji) obejmujących pojazd niemechaniczny, niedrogowych;Person injured in other specified (collision) (noncollision) transport accidents involving nonmotor vehicle, nontraffic
V89;Wypadek pojazdu mechanicznego lub niemechanicznego, typ pojazdu nieokreślony;
V89.0;Osoba ranna w wypadku nieokreślonego pojazdu mechanicznego, niedrogowym;Person injured in unspecified motor-vehicle accident, nontraffic
V89.1;Osoba ranna w wypadku nieokreślonego pojazdu niemechanicznego, niedrogowym;Person injured in unspecified nonmotor-vehicle accident, nontraffic
V89.2;Osoba ranna w wypadku nieokreślonego pojazdu mechanicznego, drogowym;Person injured in unspecified motor-vehicle accident, traffic
V89.3;Osoba ranna w wypadku nieokreślonego pojazdu niemechanicznego, drogowym;Person injured in unspecified nonmotor-vehicle accident, traffic
V89.9;Osoba ranna w wypadku nieokreślonego pojazdu;Person injured in unspecified vehicle accident
V90;Wypadek jednostki pływającej powodujący zanurzenie i tonięcie ofiary;
V90.0;Wypadek jednostki pływającej powodujący zanurzenie i tonięcie ofiary;Accident to watercraft causing drowning and submersion, merchant ship
V90.1;Wypadek jednostki pływającej powodujący zanurzenie i tonięcie ofiary;Accident to watercraft causing drowning and submersion, passenger ship
V90.2;Wypadek jednostki pływającej powodujący zanurzenie i tonięcie ofiary;Accident to watercraft causing drowning and submersion, fishing boat
V90.3;Wypadek jednostki pływającej powodujący zanurzenie i tonięcie ofiary;Accident to watercraft causing drowning and submersion, other powered watercraft
V90.4;Wypadek jednostki pływającej powodujący zanurzenie i tonięcie ofiary;Accident to watercraft causing drowning and submersion, sailboat
V90.5;Wypadek jednostki pływającej powodujący zanurzenie i tonięcie ofiary;Accident to watercraft causing drowning and submersion, canoe or kayak
V90.6;Wypadek jednostki pływającej powodujący zanurzenie i tonięcie ofiary;Accident to watercraft causing drowning and submersion, inflatable craft (nonpowered)
V90.7;Wypadek jednostki pływającej powodujący zanurzenie i tonięcie ofiary;Accident to watercraft causing drowning and submersion, water-skis
V90.8;Wypadek jednostki pływającej powodujący zanurzenie i tonięcie ofiary;Accident to watercraft causing drowning and submersion, other unpowered watercraft
V90.9;Wypadek jednostki pływającej powodujący zanurzenie i tonięcie ofiary;Accident to watercraft causing drowning and submersion, unspecified watercraft
V91;Wypadek jednostki pływającej powodujący inny uraz ofiary;
V91.0;Wypadek jednostki pływającej powodujący inny uraz ofiary;Accident to watercraft causing other injury, merchant ship
V91.1;Wypadek jednostki pływającej powodujący inny uraz ofiary;Accident to watercraft causing other injury, passenger ship
V91.2;Wypadek jednostki pływającej powodujący inny uraz ofiary;Accident to watercraft causing other injury, fishing boat
V91.3;Wypadek jednostki pływającej powodujący inny uraz ofiary;Accident to watercraft causing other injury, other powered watercraft
V91.4;Wypadek jednostki pływającej powodujący inny uraz ofiary;Accident to watercraft causing other injury, sailboat
V91.5;Wypadek jednostki pływającej powodujący inny uraz ofiary;Accident to watercraft causing other injury, canoe or kayak
V91.6;Wypadek jednostki pływającej powodujący inny uraz ofiary;Accident to watercraft causing other injury, inflatable craft (nonpowered)
V91.7;Wypadek jednostki pływającej powodujący inny uraz ofiary;Accident to watercraft causing other injury, water-skis
V91.8;Wypadek jednostki pływającej powodujący inny uraz ofiary;Accident to watercraft causing other injury, other unpowered watercraft
V91.9;Wypadek jednostki pływającej powodujący inny uraz ofiary;Accident to watercraft causing other injury, unspecified watercraft
V92;Zanurzenie i tonięcie związane z komunikacją wodną bez wypadku jednostki pływającej;
V92.0;Zanurzenie i tonięcie związane z komunikacją wodną bez wypadku jednostki pływającej;Water-transport-related drowning and submersion without accident to watercraft, merchant ship
V92.1;Zanurzenie i tonięcie związane z komunikacją wodną bez wypadku jednostki pływającej;Water-transport-related drowning and submersion without accident to watercraft, passenger ship
V92.2;Zanurzenie i tonięcie związane z komunikacją wodną bez wypadku jednostki pływającej;Water-transport-related drowning and submersion without accident to watercraft, fishing boat
V92.3;Zanurzenie i tonięcie związane z komunikacją wodną bez wypadku jednostki pływającej;Water-transport-related drowning and submersion without accident to watercraft, other powered watercraft
